source,policy,true_class,decision,error,tau,Nweak,Nstrong,unlocked,cap_hit
mock fallback — NOT REPORTABLE,oracle,2,2,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,2,1,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,2,1,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,2,2,0,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,50,0,50,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,100,0,100,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,51,0,51,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,59,0,59,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,37,0,37,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,71,0,71,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,91,0,91,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,55,0,55,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,61,0,61,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,152,0,152,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,40,0,40,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,37,0,37,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,81,0,81,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,41,0,41,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,42,0,42,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,102,0,102,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,69,0,69,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,36,0,36,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,40,0,40,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,32,0,32,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,52,0,52,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,56,0,56,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,43,0,43,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,66,0,66,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,40,0,40,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,47,0,47,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,32,0,32,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,36,0,36,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,45,0,45,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,44,0,44,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,52,0,52,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,43,0,43,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,37,0,37,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,42,0,42,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,65,0,65,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,40,0,40,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,41,0,41,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,112,0,112,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,52,0,52,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,45,0,45,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,143,0,143,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,48,0,48,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,69,0,69,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,60,0,60,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,53,0,53,1,0
mock fallback — NOT REPORTABLE,oracle,3,4,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,66,0,66,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,74,0,74,1,0
mock fallback — NOT REPORTABLE,oracle,3,3,0,51,0,51,1,0
mock fallback — NOT REPORTABLE,oracle,3,2,1,37,0,37,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,43,0,43,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,42,0,42,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,74,0,74,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,38,0,38,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,55,0,55,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,42,0,42,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,45,0,45,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,38,0,38,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,113,0,113,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,75,0,75,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,32,0,32,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,103,0,103,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,55,0,55,1,0
mock fallback — NOT REPORTABLE,oracle,4,4,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,4,5,1,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,40,0,40,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,50,0,50,1,0
mock fallback — NOT REPORTABLE,oracle,5,4,1,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,120,0,120,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,48,0,48,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,19,0,19,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,35,0,35,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,55,0,55,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,36,0,36,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,63,0,63,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,25,0,25,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,43,0,43,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,123,0,123,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,36,0,36,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,51,0,51,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,47,0,47,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,49,0,49,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,14,0,14,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,45,0,45,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,75,0,75,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,26,0,26,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,16,0,16,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,34,0,34,1,0
mock fallback — NOT REPORTABLE,oracle,5,6,1,32,0,32,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,50,0,50,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,55,0,55,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,30,0,30,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,66,0,66,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,5,5,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,31,0,31,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,13,0,13,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,33,0,33,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,24,0,24,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,11,0,11,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,28,0,28,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,53,0,53,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,8,0,8,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,29,0,29,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,10,0,10,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,21,0,21,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,37,0,37,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,7,0,7,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,18,0,18,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,15,0,15,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,5,0,5,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,12,0,12,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,9,0,9,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,17,0,17,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,6,0,6,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,52,0,52,1,0
mock fallback — NOT REPORTABLE,oracle,6,5,1,20,0,20,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,23,0,23,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,22,0,22,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,32,0,32,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,27,0,27,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,39,0,39,1,0
mock fallback — NOT REPORTABLE,oracle,6,6,0,11,0,11,1,0
